"Start - Motor Vehicle Quiz with Animation","10/05/2003","12:45:15"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","12:46:04"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","12:46:51"
"Finish - Motor Vehicle Quiz with Animation","10/05/2003","12:47:42",0,0
"Start - Motor Vehicle Quiz with Animation","10/05/2003","12:53:27"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","12:55:15"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","16:00:03"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","16:04:26"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","16:06:00"
"Finish - Motor Vehicle Quiz with Animation","10/05/2003","16:07:44",0,0
"Start - Motor Vehicle Quiz with Animation","10/05/2003","16:09:34"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","16:10:41"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","16:13:56"
"Finish - Motor Vehicle Quiz with Animation","10/05/2003","16:14:12",0,0
"Start - Motor Vehicle Quiz with Animation","10/05/2003","16:14:25"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","16:23:44"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","16:25:18"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","16:29:39"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","16:31:04"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","16:33:02"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","17:56:59"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","17:57:47"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","17:58:02"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","17:58:32"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","17:59:16"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:00:07"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:01:10"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:01:24"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:01:30"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:02:45"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:03:38"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:13:19"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:14:05"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:17:48"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:19:22"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:22:47"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:26:23"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:27:13"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:27:47"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:28:18"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:29:05"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:39:19"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:40:42"
"Finish - Motor Vehicle Quiz with Animation","10/05/2003","18:41:52",3,2
"Start - Motor Vehicle Quiz with Animation","10/05/2003","18:43:24"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","19:02:20"
"Finish - Motor Vehicle Quiz with Animation","10/05/2003","19:03:50",3,2
"Start - Motor Vehicle Quiz with Animation","10/05/2003","19:04:01"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","19:04:37"
"Finish - Motor Vehicle Quiz with Animation","10/05/2003","19:04:46",0,0
"Start - Motor Vehicle Quiz with Animation","10/05/2003","19:05:07"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","19:10:12"
"Start - Motor Vehicle Quiz with Animation","10/05/2003","19:10:28"
"Finish - Motor Vehicle Quiz with Animation","10/05/2003","19:12:24",15,14
